ID,kmeans_cluster2,kmeans_cluster3,kmeans_cluster4,kmeans_cluster5,kmeans_cluster6,kmeans_cluster7,kmeans_cluster8,kmeans_cluster9,kmeans_cluster10
53429,0,2,2,0,0,6,5,4,8
53432,0,2,0,1,4,5,3,8,5
53433,0,2,2,3,0,0,1,7,7
53437,0,2,2,3,0,0,1,0,3
53443,0,2,2,3,0,0,1,0,3
53444,0,2,2,3,0,0,1,7,7
53445,0,2,2,3,0,0,1,0,3
53450,0,2,2,3,0,0,1,0,2
53454,1,0,1,2,1,1,4,2,1
53455,1,0,1,2,1,1,4,2,1
53456,1,0,1,2,1,6,2,1,9
53457,1,0,1,2,1,1,4,2,1
53458,0,2,2,3,0,0,1,0,2
53459,1,0,1,2,1,6,2,1,9
53460,0,1,3,4,3,2,0,5,2
53461,0,2,2,3,0,0,1,7,7
53462,0,1,3,4,3,2,0,5,0
53463,0,2,2,3,0,0,1,7,7
53464,1,0,1,2,1,1,4,2,1
53465,0,2,2,3,0,0,1,0,2
53467,0,1,3,4,2,3,6,3,6
53468,0,2,2,3,0,0,1,0,3
53470,0,2,2,3,0,0,1,0,3
53471,0,2,0,1,5,4,7,6,4
53476,0,2,2,3,0,0,1,7,7
53479,0,1,3,4,3,2,0,5,0
53481,0,2,2,0,0,6,5,4,8
53486,0,2,2,3,0,0,1,0,2
53487,1,0,1,2,1,1,4,2,1
53488,1,1,3,4,1,1,4,2,1
53490,1,0,1,2,1,6,2,1,9
53493,0,2,2,3,0,0,1,0,3
53494,0,2,0,1,5,4,7,6,4
53495,1,0,1,2,1,1,4,2,1
53498,0,2,2,0,0,6,5,4,8
53499,1,0,1,2,1,1,4,2,1
53505,1,0,1,2,1,6,2,1,9
53509,0,2,2,3,0,0,1,0,3
53513,0,1,3,4,3,2,0,5,0
53516,0,2,2,3,0,0,1,0,3
53517,0,2,0,1,5,4,7,6,4
53519,0,2,2,3,0,0,1,0,2
53521,0,2,2,3,0,0,1,0,3
53522,0,2,2,3,0,0,1,0,2
53523,0,1,3,4,3,2,0,5,0
53524,0,2,2,3,0,0,1,0,3
53528,0,2,0,1,4,5,3,8,5
53530,0,2,2,0,0,0,5,4,8
53532,0,1,3,4,3,2,0,5,0
53533,0,2,2,3,0,0,1,0,3
53534,0,2,2,3,0,0,1,0,3
53535,0,2,2,3,0,0,1,0,2
53537,0,2,2,3,0,0,1,0,3
53540,0,2,2,3,0,0,1,0,2
53541,0,2,2,3,0,0,1,0,3
53542,0,2,2,0,0,0,5,4,8
53544,0,2,2,3,3,2,0,0,2
53547,0,2,2,3,0,0,1,0,3
53548,0,2,2,3,0,0,1,0,2
53552,1,0,1,2,1,6,2,1,9
53554,0,2,2,3,0,0,1,7,7
53555,0,2,2,3,0,0,1,0,3
53556,1,0,1,2,1,6,2,1,9
53558,0,1,3,4,3,2,0,5,0
53562,0,2,2,3,0,0,1,0,3
53571,0,2,0,1,4,5,3,8,5
53573,1,0,1,2,1,1,4,2,1
53574,1,0,1,2,1,1,4,2,1
53575,0,2,2,0,0,0,5,4,8
53576,0,2,2,3,0,0,1,0,3
53579,1,0,1,2,1,6,2,1,9
53582,0,2,2,3,0,0,1,7,7
53583,0,2,2,3,0,0,1,0,3
53584,0,2,2,3,0,0,1,0,2
53586,0,2,2,3,0,0,1,0,2
53589,0,2,0,1,4,5,3,8,5
53591,1,0,1,2,1,1,4,2,1
53593,1,0,1,2,1,6,2,1,9
53601,1,0,1,2,1,1,4,2,1
53602,1,0,1,2,1,6,2,1,9
53604,0,2,2,3,0,0,1,0,3
53608,0,2,2,0,0,0,5,4,8
53616,1,0,1,2,1,1,4,2,1
53623,1,0,1,2,1,1,4,2,1
53624,0,2,2,0,0,6,5,4,8
53625,0,1,3,4,3,2,0,5,0
53627,0,2,2,0,0,0,5,4,8
53628,0,2,2,3,0,0,1,0,3
53631,0,2,2,3,0,0,1,7,7
53632,1,0,1,2,1,1,4,2,1
53633,0,2,2,3,0,0,1,0,3
53634,1,0,1,2,1,6,2,1,9
53636,1,0,1,2,1,1,4,2,1
53638,0,2,2,3,0,0,1,7,7
53642,1,0,1,2,1,1,4,2,1
53643,0,2,0,1,5,4,7,6,4
53644,1,0,1,2,1,6,2,1,9
53645,0,1,3,4,2,3,6,3,6
53646,0,2,2,3,0,0,1,7,7
53647,1,0,1,2,1,1,4,2,1
53649,1,0,1,2,1,1,4,2,1
53650,0,2,2,3,0,0,1,0,3
53653,0,2,2,3,0,0,1,7,7
53657,0,2,2,3,0,0,1,7,7
53658,0,1,3,4,2,3,6,3,6
53660,0,2,2,0,0,0,5,4,8
53664,0,1,3,4,2,3,6,3,6
53665,1,0,1,2,1,1,4,2,1
53670,0,2,2,3,0,0,1,0,3
53677,0,2,2,3,0,0,1,7,7
53678,0,2,0,1,5,4,7,6,4
53679,0,2,2,3,0,0,1,0,3
53680,0,2,2,3,0,0,1,7,7
53681,1,0,1,2,1,1,4,2,1
53682,0,1,3,4,2,3,6,3,6
53684,1,0,1,2,1,1,4,2,1
53688,0,2,0,1,4,5,3,8,5
53689,1,0,1,2,1,1,4,2,1
53690,1,0,1,2,1,6,2,1,9
53691,0,2,2,3,0,0,1,0,3
53693,1,0,1,2,1,1,4,2,1
53694,1,0,1,2,1,1,4,2,1
53695,0,2,2,3,0,0,1,0,2
53698,1,0,1,2,1,1,4,2,1
53699,0,1,3,4,2,3,6,3,6
53701,0,2,0,1,4,5,3,8,5
53702,0,2,2,3,0,0,1,0,3
53703,0,2,2,3,0,0,1,0,3
53705,1,0,1,2,1,1,4,2,1
53708,0,2,2,3,0,0,1,0,3
53709,0,2,2,3,0,0,1,7,7
53713,0,1,3,4,3,2,0,5,0
53714,0,2,0,1,4,5,3,8,5
53715,0,2,2,0,0,6,5,4,8
53716,0,1,3,4,3,2,0,5,0
53717,1,0,0,0,4,6,2,1,9
53719,0,2,2,3,0,0,1,0,3
53720,1,0,1,2,1,1,4,2,1
53721,1,0,1,2,1,1,4,2,1
53727,1,0,1,2,1,1,4,2,1
53728,1,0,1,0,4,6,2,1,9
53731,0,2,2,3,0,0,1,7,7
53732,0,2,2,3,0,0,1,0,3
53735,0,2,2,3,0,0,1,0,3
53736,0,2,2,3,0,0,1,0,3
53739,1,0,1,2,1,1,4,2,1
53742,0,1,3,4,3,2,0,5,0
53744,0,2,2,3,0,0,1,0,3
53745,1,0,1,2,1,6,2,1,9
53746,0,2,2,3,0,0,1,0,2
53747,0,2,2,3,0,0,1,0,2
53749,0,2,2,0,0,0,5,4,8
53751,0,2,0,1,5,4,7,6,4
53752,1,0,1,2,1,6,2,1,9
53753,0,2,2,0,0,0,5,4,8
53757,0,2,2,3,0,0,1,0,3
53761,0,2,2,0,0,6,5,4,8
53763,1,0,1,2,1,1,4,2,1
53764,0,2,2,3,0,0,1,0,3
53765,0,2,0,1,4,5,3,8,5
53766,0,2,0,1,5,4,7,6,4
53767,0,2,2,3,0,0,1,0,2
53769,1,0,1,2,1,1,4,2,1
53774,0,2,2,3,0,0,1,0,2
53775,0,1,3,4,3,2,0,5,0
53778,1,0,1,2,1,6,2,1,9
53780,1,0,1,2,1,1,4,2,1
53784,0,2,2,3,0,0,1,0,3
53787,0,2,2,0,0,0,5,4,8
53788,1,0,1,2,1,1,4,2,1
53790,0,2,2,3,0,0,1,7,7
53791,0,2,2,3,0,0,1,0,3
53793,0,2,0,1,5,4,7,6,4
53794,1,0,1,2,1,6,2,1,9
53795,0,1,3,4,3,2,0,5,0
53800,0,2,0,1,4,5,3,8,5
53801,0,2,2,3,0,0,1,7,7
53802,0,2,2,3,0,0,1,0,3
53804,0,2,2,3,0,0,1,7,7
53805,1,0,1,2,1,1,4,2,1
53806,1,0,1,2,1,1,4,2,1
53808,1,0,1,2,1,1,4,2,1
53809,0,2,2,3,0,0,1,0,2
53810,0,2,2,3,0,0,1,0,3
53812,1,0,1,2,1,1,4,2,1
53814,0,2,2,3,0,0,1,0,3
53815,0,2,2,3,0,0,1,0,3
53818,0,2,2,3,0,0,1,0,3
53819,0,2,2,3,0,0,1,7,7
53825,0,2,2,3,0,0,1,0,3
53829,0,1,3,4,3,2,0,5,0
53831,0,2,2,3,0,0,1,7,7
53832,0,2,2,3,0,0,1,7,7
53834,1,0,1,2,1,1,4,2,1
53835,0,2,2,0,0,0,5,4,8
53837,0,2,2,3,0,0,1,7,7
53838,0,2,2,3,0,0,1,0,2
53841,1,0,1,2,1,1,4,2,1
53843,1,0,1,2,1,6,2,1,9
53844,1,0,1,2,1,1,4,2,1
53845,0,2,2,3,0,0,1,0,3
53846,0,2,2,3,0,0,1,0,3
53847,0,2,2,3,0,0,1,0,3
53850,0,2,2,3,0,0,1,7,7
53855,0,2,2,3,0,0,1,0,3
53858,0,2,0,1,4,5,3,8,5
53864,0,1,3,4,2,3,6,3,6
53866,1,0,1,2,1,1,4,2,1
53869,0,2,2,3,0,0,1,0,3
53871,1,0,1,2,1,6,2,1,9
53873,0,2,2,3,0,0,1,0,3
53874,0,2,2,3,0,0,1,7,7
53875,1,0,1,2,1,1,4,2,1
53876,0,2,2,3,0,0,1,0,3
53881,1,0,1,2,1,1,4,2,1
53882,0,2,2,3,0,0,1,0,3
53884,0,2,2,3,0,0,1,0,3
53886,0,2,2,0,0,0,5,4,8
53889,1,0,1,2,1,1,4,2,1
53892,0,2,2,3,0,0,1,0,3
53895,0,1,3,4,3,2,0,5,0
53896,0,2,2,3,0,0,1,7,7
53897,0,2,2,3,0,0,1,0,3
53898,0,2,2,3,0,0,1,0,2
53900,1,0,1,2,1,1,4,2,1
53902,0,1,3,4,3,2,0,5,0
53904,0,2,2,3,0,0,1,7,7
53905,0,2,2,0,0,6,5,4,8
53906,1,0,1,2,1,6,2,1,9
53909,0,2,2,0,0,6,5,4,8
53910,0,2,2,3,0,0,1,0,3
53913,1,0,1,2,1,1,4,2,1
53915,0,2,2,3,0,0,1,7,7
53916,0,2,2,3,0,0,1,0,3
53917,0,2,0,1,5,4,7,6,4
53918,0,2,0,1,5,4,7,6,4
53920,0,2,2,3,0,0,1,0,3
53921,0,2,2,3,0,0,1,7,7
53923,1,0,1,2,1,1,4,2,1
53926,1,0,1,2,1,6,2,1,9
53935,0,2,2,3,0,0,1,0,2
53936,0,2,2,3,0,0,1,0,3
53939,0,2,0,1,0,0,1,0,3
53940,1,0,1,2,1,1,4,2,1
53942,0,2,2,3,0,0,1,7,7
53943,0,2,2,3,0,0,1,0,3
53945,0,1,3,4,3,2,0,5,0
53946,0,2,2,3,0,0,1,0,2
53947,0,1,3,4,3,2,0,5,0
53948,0,2,2,3,0,0,1,0,2
53949,0,2,2,3,0,0,1,0,2
53952,0,2,2,3,0,0,1,0,3
53957,1,0,1,2,1,1,4,2,1
53962,0,1,3,4,3,2,0,5,0
53963,0,2,2,3,0,0,1,0,3
53964,0,2,2,3,0,0,1,0,3
53965,1,0,1,2,1,1,4,2,1
53966,1,0,1,2,1,1,4,2,1
53967,0,2,2,3,0,0,1,7,7
53969,1,0,1,2,1,1,4,2,1
53971,0,2,2,3,0,0,1,0,2
53979,0,2,2,0,0,6,5,4,8
53981,0,2,2,0,0,0,5,4,8
53984,0,2,2,0,0,6,5,4,8
53985,1,0,1,2,1,1,4,2,1
53986,1,0,1,2,1,1,4,2,1
53987,0,2,2,3,0,0,1,0,3
53988,1,0,1,2,1,1,4,2,1
53989,0,1,3,4,2,3,6,3,6
53990,0,2,0,1,5,4,7,6,4
53991,0,2,2,3,0,0,1,0,2
53992,0,2,2,3,0,0,1,7,7
53994,0,2,2,3,0,0,1,0,3
53997,0,2,2,3,0,0,1,0,3
53998,0,2,2,3,0,0,1,0,3
53999,0,1,3,4,3,2,0,5,0
54001,0,2,2,3,0,0,1,7,7
54002,0,2,2,3,0,0,1,0,3
54003,0,2,2,3,0,0,1,0,2
54008,0,2,2,3,0,0,1,0,3
54011,0,2,2,3,0,0,1,0,3
54013,0,2,2,3,0,0,1,0,3
54014,0,1,3,4,3,2,0,5,0
54015,0,2,2,3,0,0,1,0,3
54019,0,1,3,4,2,3,6,3,6
54020,0,2,2,3,0,0,1,7,7
54023,0,2,0,1,4,5,3,8,5
54024,1,0,1,2,1,1,4,2,1
54025,1,0,1,2,1,6,2,1,9
54026,0,2,2,3,0,0,1,0,3
54027,0,2,2,3,0,0,1,0,3
54030,0,2,2,3,0,0,1,0,3
54032,0,2,2,3,0,0,1,0,3
54033,0,2,2,3,0,0,1,0,3
54034,1,0,1,2,1,1,4,2,1
54035,0,2,2,0,0,0,5,4,8
54036,0,2,0,1,5,4,7,6,4
54038,0,2,2,0,0,0,5,4,8
54041,0,2,2,3,0,0,1,0,3
54045,0,2,2,3,0,0,1,7,7
54047,0,2,2,3,0,0,1,0,3
54051,0,2,2,3,0,0,1,0,3
54053,1,0,1,2,1,6,2,1,9
54058,0,1,3,4,3,2,0,5,0
54059,1,0,1,2,1,6,2,1,9
54060,0,2,2,3,0,0,1,7,7
54061,1,0,1,2,1,1,4,2,1
54067,0,2,2,3,0,0,1,0,3
54068,0,1,3,4,3,2,0,5,0
54070,0,2,2,3,0,0,1,0,3
54071,0,2,2,3,0,0,1,7,7
54072,0,2,2,3,0,0,1,0,3
54073,0,2,0,1,0,0,1,0,3
54075,0,2,2,3,0,0,1,7,7
54079,0,2,2,3,0,0,1,0,3
54081,0,2,2,3,0,0,1,0,3
54082,0,2,0,1,5,4,7,6,4
54085,0,1,3,4,2,3,6,3,6
54087,0,2,2,0,0,0,5,4,8
54088,0,2,2,3,0,0,1,7,7
54089,1,0,1,2,1,1,4,2,1
54090,0,2,0,1,4,5,3,8,5
54092,0,2,2,0,0,0,5,4,8
54093,1,0,1,2,1,1,4,2,1
54094,0,1,3,4,3,2,0,5,0
54095,0,2,2,3,0,0,1,0,3
54096,1,0,1,2,1,1,4,2,1
54097,0,2,2,3,0,0,1,0,3
54099,0,1,3,4,3,2,0,5,0
54102,0,1,3,4,3,2,0,5,0
54103,0,2,2,3,0,0,1,7,7
54104,0,2,2,3,2,3,6,3,3
54107,0,2,2,0,0,0,5,4,8
54109,0,2,2,3,0,0,1,7,7
54110,0,2,2,0,0,0,5,4,8
54111,0,2,2,3,0,0,1,0,3
54112,1,0,1,2,1,1,4,2,1
54113,0,2,2,3,0,0,1,0,2
54115,1,0,1,2,1,1,4,2,1
54118,1,0,1,2,1,1,4,2,1
54120,0,2,2,3,0,0,1,7,7
54122,0,2,2,0,0,0,5,4,8
54124,1,0,1,2,1,6,2,1,9
54125,0,2,0,1,4,5,3,8,5
54126,1,0,1,2,1,1,4,2,1
54128,0,2,2,3,0,0,1,0,2
54130,1,0,1,2,1,1,4,2,1
54132,0,2,2,3,0,0,1,0,2
54133,0,1,3,4,3,2,0,5,0
54134,0,1,3,4,2,3,6,3,6
54135,0,2,2,3,0,0,1,0,3
54137,0,2,0,1,5,4,7,6,4
54139,0,2,2,3,0,0,1,0,2
54143,0,2,0,1,5,4,7,6,4
54144,0,2,2,3,0,0,1,0,3
54145,0,2,0,1,4,5,3,8,5
54146,1,0,1,2,1,1,4,2,1
54147,1,0,1,2,1,1,4,2,1
54148,0,2,2,3,0,0,1,0,3
54149,0,2,2,3,0,0,1,0,2
54151,0,2,2,3,0,0,1,7,7
54152,0,2,2,3,0,0,1,7,7
54153,0,2,2,3,0,0,1,0,3
54154,0,2,2,3,0,0,1,0,3
54155,1,0,1,2,1,1,4,2,1
54157,1,0,1,2,1,1,4,2,1
54158,0,2,2,3,0,0,1,7,7
54159,0,2,2,3,0,0,1,0,2
54162,0,2,2,3,0,0,1,7,7
54164,0,1,3,4,2,3,6,3,6
54166,0,2,2,3,0,0,1,7,7
54167,1,0,1,2,1,1,4,2,1
54170,0,2,2,0,0,6,5,4,8
54171,0,2,2,3,0,0,1,0,3
54175,0,2,2,0,0,6,5,4,8
54176,1,0,1,2,1,1,4,2,1
54178,1,0,1,2,1,1,4,2,1
54182,0,2,2,3,0,0,1,0,3
54184,1,0,1,2,1,1,4,2,1
54188,0,2,2,3,0,0,1,0,3
54189,1,0,1,2,1,1,4,2,1
54190,0,2,2,3,0,0,1,0,3
54192,0,2,2,3,0,0,1,7,7
54194,0,1,3,4,3,2,0,5,0
54196,0,1,3,4,2,3,6,3,6
54197,1,0,1,2,1,1,4,2,1
54198,0,2,2,3,0,0,1,7,7
54202,0,2,0,1,5,4,7,6,4
54204,0,2,0,1,5,4,7,6,4
54206,0,2,2,3,0,0,1,7,7
54208,1,0,1,2,1,1,4,2,1
54211,0,2,0,1,4,5,3,8,5
54212,0,2,2,3,0,0,1,0,3
54213,0,2,2,3,0,0,1,0,3
54217,1,0,1,2,1,1,4,2,1
54218,0,2,2,3,0,0,1,0,3
54219,1,0,1,2,1,6,2,1,9
54220,0,1,3,4,3,2,0,5,0
54221,0,2,2,3,0,0,1,0,3
54223,0,2,2,3,0,0,1,0,3
54225,0,2,2,3,0,0,1,0,2
54229,0,1,3,4,3,2,0,5,0
54232,1,0,1,2,1,1,4,2,1
54233,1,0,1,2,1,6,2,1,9
54234,1,0,1,2,1,1,4,2,1
54236,1,0,1,2,1,1,4,2,1
54237,0,2,2,3,0,0,1,0,3
54239,0,2,2,3,0,0,1,0,3
54240,0,1,3,4,3,2,0,5,0
54241,0,2,2,3,0,0,1,0,2
54243,0,1,3,4,2,3,6,3,6
54244,0,2,2,3,0,0,1,0,3
54245,0,2,2,3,0,0,1,0,3
54249,0,2,2,3,0,0,1,7,7
54252,0,2,2,3,0,0,1,0,2
54254,1,0,1,2,1,1,4,2,1
54255,0,2,2,0,0,6,5,4,8
54258,1,0,1,2,1,1,4,2,1
54259,0,2,2,3,0,0,1,0,3
54261,0,2,2,3,0,0,1,0,3
54262,0,2,2,3,0,0,1,7,7
54265,1,0,1,2,1,1,4,2,1
54266,0,2,2,3,2,3,6,0,2
54267,0,2,2,3,0,0,1,0,2
54268,1,0,1,2,1,1,4,2,1
54269,1,0,1,2,1,1,4,2,1
54270,1,0,1,2,1,6,2,1,9
54271,1,0,1,2,1,1,4,2,1
54272,1,0,1,2,1,1,4,2,1
54274,0,2,0,1,5,4,7,6,4
54278,0,2,2,3,0,0,1,0,3
54280,0,2,0,1,5,4,7,6,4
54281,0,2,2,3,0,0,1,0,3
54282,0,2,2,3,0,0,1,0,3
54283,0,2,2,3,0,0,1,0,3
54284,1,0,1,2,1,1,4,2,1
54288,0,2,2,3,0,0,1,7,7
54290,0,2,2,0,0,0,5,4,8
54293,1,0,1,2,1,1,4,2,1
54294,0,2,2,3,0,0,1,0,3
54297,0,2,2,3,0,0,1,0,3
54298,0,2,2,3,0,0,1,7,7
54300,0,2,2,3,0,0,1,0,2
54302,1,0,1,2,1,6,2,1,9
54305,1,0,1,2,1,1,4,2,1
54306,0,2,2,3,0,0,1,0,2
54309,1,0,1,2,1,1,4,2,1
54310,0,2,2,3,0,0,1,7,7
54311,0,2,2,0,0,0,5,4,8
54312,0,2,2,3,0,0,1,0,3
54314,0,2,2,3,0,0,1,0,2
54319,0,1,3,4,3,2,0,5,0
54320,1,0,1,2,1,1,4,2,1
54321,0,2,2,3,0,0,1,0,3
54322,0,2,2,3,0,0,1,0,3
54325,0,2,2,3,0,0,1,0,3
54327,0,2,2,3,0,0,1,0,3
54330,1,0,1,2,1,1,4,2,1
54331,0,2,2,3,0,0,1,0,3
54332,1,0,1,2,1,1,4,2,1
54336,0,2,2,3,0,0,1,0,3
54337,1,0,1,2,1,1,4,2,1
54339,0,2,2,3,0,0,1,0,2
54340,0,2,2,3,0,0,1,7,7
54341,0,2,2,3,0,0,1,0,3
54343,1,0,1,2,1,1,4,2,1
54345,0,2,2,3,0,0,1,7,7
54346,0,2,2,3,0,0,1,0,3
54349,1,0,1,2,1,6,2,1,9
54351,0,2,2,3,0,0,1,7,7
54352,0,2,2,0,0,0,5,4,8
54353,1,0,1,2,1,6,2,1,9
54354,1,0,1,2,1,1,4,2,1
54355,0,1,3,4,3,2,0,5,0
54356,0,2,0,1,5,4,7,6,4
54358,0,2,2,3,0,0,1,0,3
54360,0,1,3,4,3,2,0,5,0
54361,0,2,2,3,0,0,1,0,3
54363,1,0,1,2,1,6,2,1,9
54364,1,0,1,2,1,6,2,1,9
54367,0,2,2,3,0,0,1,0,3
54368,0,2,0,1,4,5,3,8,5
54371,0,2,0,1,5,4,7,6,4
54373,0,1,3,4,3,2,0,5,0
54375,1,0,1,2,1,1,4,2,1
54378,0,2,2,3,0,0,1,0,2
54379,0,2,2,3,0,0,1,0,3
54381,0,2,2,3,0,0,1,7,7
54382,0,2,2,3,0,0,1,0,3
54383,0,1,3,4,3,2,0,5,0
54384,0,2,2,3,0,0,1,0,3
54388,0,2,2,3,0,0,1,0,3
54390,1,0,1,2,1,1,4,2,1
54393,0,2,2,3,0,0,1,0,3
54394,0,2,0,1,5,4,7,6,4
54397,1,0,1,2,1,1,4,2,1
54398,0,2,2,3,0,0,1,0,3
54399,0,2,2,0,0,6,5,4,8
54400,1,0,1,2,1,1,4,2,1
54405,0,1,3,4,3,2,0,5,0
54406,0,1,3,4,3,2,0,5,0
54407,1,0,1,2,1,1,4,2,1
54408,0,2,2,3,0,0,1,0,3
54410,0,2,2,3,0,0,1,0,2
54414,0,2,2,3,0,0,1,0,3
54416,0,1,3,4,2,3,6,3,6
54417,0,2,2,3,0,0,1,7,7
54423,1,0,1,2,1,1,4,2,1
54424,0,1,3,4,3,2,0,5,0
54426,0,2,2,3,0,0,1,0,3
54429,1,0,1,2,1,1,4,2,1
54433,1,0,1,2,1,1,4,2,1
54435,0,2,2,0,0,6,5,4,8
54437,0,2,2,3,0,0,1,0,3
54439,0,2,2,3,0,0,1,0,3
54446,0,2,2,3,0,0,1,7,7
54447,0,2,2,3,0,0,1,0,2
54448,0,2,2,3,0,0,1,7,7
54449,0,2,2,3,0,0,1,0,3
54450,1,0,1,2,1,1,4,2,1
54451,0,2,2,3,0,0,1,0,3
54453,0,2,2,3,0,0,1,0,3
54455,0,2,2,3,0,0,1,7,7
54456,1,0,1,2,1,1,4,2,1
54462,1,0,1,2,1,1,4,2,1
54463,0,2,0,1,5,4,7,6,4
54465,0,2,2,3,0,0,1,0,3
54468,0,1,3,4,3,2,0,5,0
54470,0,2,2,3,0,0,1,0,3
54471,0,2,2,3,0,0,1,0,3
54475,1,0,1,2,1,6,2,1,9
54477,0,2,2,3,0,0,1,0,2
54478,1,0,1,2,1,1,4,2,1
54480,0,2,2,3,0,0,1,7,7
54484,1,0,1,2,1,1,4,2,1
54486,0,2,2,3,0,0,1,0,3
54488,0,2,2,3,0,0,1,0,2
54491,0,2,0,1,5,4,7,6,4
54493,0,2,2,3,0,0,1,0,3
54496,1,0,1,2,1,6,2,1,9
54498,0,2,2,3,0,0,1,0,2
54500,0,2,2,3,0,0,1,0,3
54502,0,2,2,3,0,0,1,7,7
54504,0,2,0,1,5,4,7,6,4
54506,0,2,2,3,0,0,1,0,3
54509,1,0,1,2,1,1,4,2,1
54510,0,2,2,3,0,0,1,0,3
54511,0,2,2,3,0,0,1,7,7
54514,0,2,0,1,5,4,7,6,4
54515,0,2,2,3,0,0,1,0,3
54518,1,0,1,2,1,1,4,2,1
54519,0,2,2,3,0,0,1,0,2
54521,0,2,2,3,0,0,1,0,3
54525,1,0,1,2,1,1,4,2,1
54526,1,0,1,2,1,6,2,1,9
54528,0,2,2,3,0,0,1,0,3
54529,0,2,0,1,4,5,3,8,5
54533,0,2,2,3,0,0,1,0,3
54534,0,1,3,4,2,3,6,3,6
54535,0,2,0,1,5,4,7,6,4
54536,1,0,1,2,1,1,4,2,1
54537,0,2,2,3,0,0,1,7,7
54538,1,0,1,2,1,1,4,2,1
54539,0,1,3,4,3,2,0,5,0
54540,0,1,3,4,3,2,0,5,0
54542,1,0,1,2,1,1,4,2,1
54543,0,2,0,1,5,4,7,6,4
54544,0,2,2,3,0,0,1,0,3
54546,0,2,2,3,0,0,1,0,3
54547,1,0,1,2,1,1,4,2,1
54549,0,2,2,3,0,0,1,0,3
54551,0,2,2,3,0,0,1,0,2
54552,0,2,2,3,0,0,1,0,3
54555,0,2,0,1,4,5,3,8,5
54561,0,2,2,3,0,0,1,0,3
54562,0,2,2,3,0,0,1,0,3
54563,0,2,2,3,0,0,1,0,2
54565,0,2,2,3,0,0,1,7,7
54569,1,0,1,2,1,1,4,2,1
54574,1,0,1,2,1,1,4,2,1
54580,1,0,1,2,1,6,2,1,9
54582,0,2,2,3,0,0,1,0,3
54584,0,2,2,3,0,0,1,7,7
54588,0,2,2,3,0,0,1,7,7
54591,1,0,1,2,1,1,4,2,1
54592,0,2,2,3,0,0,1,0,3
54595,0,2,2,3,0,0,1,0,3
54596,0,1,3,4,2,3,6,3,6
54601,0,2,2,3,0,0,1,0,3
54602,0,1,3,4,3,2,0,5,0
54603,0,2,2,3,0,0,1,0,3
54604,0,2,2,3,0,0,1,7,7
54605,0,2,2,3,0,0,1,0,3
54613,1,0,1,2,1,1,4,2,1
54615,0,2,2,3,0,0,1,0,2
54616,0,2,2,3,0,0,1,0,2
54617,0,1,3,4,3,2,0,5,0
54618,0,2,2,3,0,0,1,0,2
54625,1,0,1,0,1,6,2,1,9
54626,1,0,1,2,1,1,4,2,1
54627,0,2,2,3,0,0,1,0,2
54628,1,0,1,2,1,1,4,2,1
54629,1,0,1,2,1,1,4,2,1
54630,0,2,2,3,0,0,1,7,7
54632,0,2,2,3,0,0,1,0,2
54635,0,2,2,3,0,0,1,0,3
54636,0,2,2,3,0,0,1,0,3
54639,1,0,1,2,1,1,4,2,1
54640,0,2,2,3,0,0,1,0,3
54643,0,2,2,3,0,0,1,0,3
54646,0,2,2,3,0,0,1,0,3
54648,0,1,3,4,3,2,0,5,0
54654,0,2,2,3,0,0,1,0,3
54656,0,2,2,3,0,0,1,0,3
54660,0,2,2,3,0,0,1,0,3
54664,0,2,0,1,4,5,3,8,5
54665,0,2,2,3,0,0,1,7,7
54667,1,0,1,2,1,1,4,2,1
54668,0,2,2,3,0,0,1,0,3
54669,0,2,2,3,0,0,1,0,2
54671,1,0,1,2,1,1,4,2,1
54673,0,2,2,3,0,0,1,0,2
54674,0,2,0,1,4,5,3,8,5
54675,0,2,2,3,0,0,1,7,7
54678,1,0,1,2,1,1,4,2,1
54681,0,2,2,3,0,0,1,0,2
54683,0,2,0,1,5,4,7,6,4
54684,0,1,3,4,3,2,0,5,0
54686,0,2,2,3,0,0,1,0,3
54687,0,2,2,3,0,0,1,7,7
54690,0,2,2,3,0,0,1,7,7
54691,0,2,0,1,5,4,7,6,4
54693,0,2,2,3,0,0,1,0,3
54694,0,2,2,3,0,0,1,7,7
54695,0,2,2,3,0,0,1,0,3
54697,1,0,1,2,1,1,4,2,1
54698,1,0,1,2,1,1,4,2,1
54699,0,2,2,3,0,0,1,7,7
54700,0,2,2,3,0,0,1,0,3
54702,1,0,1,2,1,1,4,2,1
54706,1,0,1,2,1,1,4,2,1
54707,0,2,2,3,0,0,1,0,3
54708,1,0,1,2,1,1,4,2,1
54709,0,2,2,3,0,0,1,0,3
54710,1,0,1,2,1,1,4,2,1
54712,1,0,1,2,1,1,4,2,1
54716,0,2,2,3,0,0,1,0,3
54717,0,2,2,3,0,0,1,0,3
54722,1,0,1,2,1,6,2,1,9
54723,0,2,2,3,0,0,1,0,2
54724,1,0,1,2,1,1,4,2,1
54726,1,0,1,2,1,6,2,1,9
54727,0,1,3,4,2,3,6,3,6
54729,1,0,1,2,1,1,4,2,1
54730,0,2,2,3,0,0,1,0,3
54732,0,2,2,3,0,0,1,0,2
54733,0,2,2,3,0,0,1,7,7
54734,0,2,0,1,5,4,7,6,4
54735,1,0,1,2,1,1,4,2,1
54736,1,0,1,2,1,1,4,2,1
54737,0,2,2,3,0,0,1,0,3
54738,0,2,0,1,4,5,3,8,5
